Number,Name,Form,Type 1,Type 2,HP,Attack,Defense,Sp.Attack,Sp.Defense,Speed,Generation,Sprite,Shiny
580,Ducklett,,Water,Flying,62,44,50,44,50,55,5,poke_icon_0580_000_mf_n_00000000_f_n.png,poke_icon_sh_0580_000_mf_n_00000000_f_n.png
581,Swanna,,Water,Flying,75,87,63,87,63,98,5,poke_icon_0581_000_mf_n_00000000_f_n.png,poke_icon_sh_0581_000_mf_n_00000000_f_n.png
582,Vanillite,,Ice,,36,50,50,65,60,44,5,poke_icon_0582_000_mf_n_00000000_f_n.png,poke_icon_sh_0582_000_mf_n_00000000_f_n.png
583,Vanillish,,Ice,,51,65,65,80,75,59,5,poke_icon_0583_000_mf_n_00000000_f_n.png,poke_icon_sh_0583_000_mf_n_00000000_f_n.png
584,Vanilluxe,,Ice,,71,95,85,110,95,79,5,poke_icon_0584_000_mf_n_00000000_f_n.png,poke_icon_sh_0584_000_mf_n_00000000_f_n.png
585,Deerling,,Normal,Grass,60,60,50,40,50,75,5,poke_icon_0585_001_mf_n_00000000_f_n.png,poke_icon_sh_0585_001_mf_n_00000000_f_n.png
586,Sawsbuck,,Normal,Grass,80,100,70,60,70,95,5,poke_icon_0586_001_mf_n_00000000_f_n.png,poke_icon_sh_0586_001_mf_n_00000000_f_n.png
587,Emolga,,Electric,Flying,55,75,60,75,60,103,5,poke_icon_0587_000_mf_n_00000000_f_n.png,poke_icon_sh_0587_000_mf_n_00000000_f_n.png
588,Karrablast,,Bug,,50,75,45,40,45,60,5,poke_icon_0588_000_mf_n_00000000_f_n.png,poke_icon_sh_0588_000_mf_n_00000000_f_n.png
589,Escavalier,,Bug,Steel,70,135,105,60,105,20,5,poke_icon_0589_000_mf_n_00000000_f_n.png,poke_icon_sh_0589_000_mf_n_00000000_f_n.png
590,Foongus,,Grass,Poison,69,55,45,55,55,15,5,poke_icon_0590_000_mf_n_00000000_f_n.png,poke_icon_sh_0590_000_mf_n_00000000_f_n.png
591,Amoonguss,,Grass,Poison,114,85,70,85,80,30,5,poke_icon_0591_000_mf_n_00000000_f_n.png,poke_icon_sh_0591_000_mf_n_00000000_f_n.png
592,Frillish,,Water,Ghost,55,40,50,65,85,40,5,poke_icon_0592_000_md_n_00000000_f_n.png,poke_icon_sh_0592_000_md_n_00000000_f_n.png
593,Jellicent,,Water,Ghost,100,60,70,85,105,60,5,poke_icon_0593_000_md_n_00000000_f_n.png,poke_icon_sh_0593_000_md_n_00000000_f_n.png
594,Alomomola,,Water,,165,75,80,40,45,65,5,poke_icon_0594_000_mf_n_00000000_f_n.png,poke_icon_sh_0594_000_mf_n_00000000_f_n.png
595,Joltik,,Bug,Electric,50,47,50,57,50,65,5,poke_icon_0595_000_mf_n_00000000_f_n.png,poke_icon_sh_0595_000_mf_n_00000000_f_n.png
596,Galvantula,,Bug,Electric,70,77,60,97,60,108,5,poke_icon_0596_000_mf_n_00000000_f_n.png,poke_icon_sh_0596_000_mf_n_00000000_f_n.png
597,Ferroseed,,Grass,Steel,44,50,91,24,86,10,5,poke_icon_0597_000_mf_n_00000000_f_n.png,poke_icon_sh_0597_000_mf_n_00000000_f_n.png
598,Ferrothorn,,Grass,Steel,74,94,131,54,116,20,5,poke_icon_0598_000_mf_n_00000000_f_n.png,poke_icon_sh_0598_000_mf_n_00000000_f_n.png
599,Klink,,Steel,,40,55,70,45,60,30,5,poke_icon_0599_000_uk_n_00000000_f_n.png,poke_icon_sh_0599_000_uk_n_00000000_f_n.png
600,Klang,,Steel,,60,80,95,70,85,50,5,poke_icon_0600_000_uk_n_00000000_f_n.png,poke_icon_sh_0600_000_uk_n_00000000_f_n.png
601,Klinklang,,Steel,,60,100,115,70,85,90,5,poke_icon_0601_000_uk_n_00000000_f_n.png,poke_icon_sh_0601_000_uk_n_00000000_f_n.png
602,Tynamo,,Electric,,35,55,40,45,40,60,5,poke_icon_0602_000_mf_n_00000000_f_n.png,poke_icon_sh_0602_000_mf_n_00000000_f_n.png
603,Eelektrik,,Electric,,65,85,70,75,70,40,5,poke_icon_0603_000_mf_n_00000000_f_n.png,poke_icon_sh_0603_000_mf_n_00000000_f_n.png
604,Eelektross,,Electric,,85,115,80,105,80,50,5,poke_icon_0604_000_mf_n_00000000_f_n.png,poke_icon_sh_0604_000_mf_n_00000000_f_n.png
605,Elgyem,,Psychic,,55,55,55,85,55,30,5,poke_icon_0605_000_mf_n_00000000_f_n.png,poke_icon_sh_0605_000_mf_n_00000000_f_n.png
606,Beheeyem,,Psychic,,75,75,75,125,95,40,5,poke_icon_0606_000_mf_n_00000000_f_n.png,poke_icon_sh_0606_000_mf_n_00000000_f_n.png
607,Litwick,,Ghost,Fire,50,30,55,65,55,20,5,poke_icon_0607_000_mf_n_00000000_f_n.png,poke_icon_sh_0607_000_mf_n_00000000_f_n.png
608,Lampent,,Ghost,Fire,60,40,60,95,60,55,5,poke_icon_0608_000_mf_n_00000000_f_n.png,poke_icon_sh_0608_000_mf_n_00000000_f_n.png
609,Chandelure,,Ghost,Fire,60,55,90,145,90,80,5,poke_icon_0609_000_mf_n_00000000_f_n.png,poke_icon_sh_0609_000_mf_n_00000000_f_n.png
610,Axew,,Dragon,,46,87,60,30,40,57,5,poke_icon_0610_000_mf_n_00000000_f_n.png,poke_icon_sh_0610_000_mf_n_00000000_f_n.png
611,Fraxure,,Dragon,,66,117,70,40,50,67,5,poke_icon_0611_000_mf_n_00000000_f_n.png,poke_icon_sh_0611_000_mf_n_00000000_f_n.png
612,Haxorus,,Dragon,,76,147,90,60,70,97,5,poke_icon_0612_000_mf_n_00000000_f_n.png,poke_icon_sh_0612_000_mf_n_00000000_f_n.png
613,Cubchoo,,Ice,,55,70,40,60,40,40,5,poke_icon_0613_000_mf_n_00000000_f_n.png,poke_icon_sh_0613_000_mf_n_00000000_f_n.png
614,Beartic,,Ice,,95,130,80,70,80,50,5,poke_icon_0614_000_mf_n_00000000_f_n.png,poke_icon_sh_0614_000_mf_n_00000000_f_n.png
615,Cryogonal,,Ice,,80,50,50,95,135,105,5,poke_icon_0615_000_uk_n_00000000_f_n.png,poke_icon_sh_0615_000_uk_n_00000000_f_n.png
616,Shelmet,,Bug,,50,40,85,40,65,25,5,poke_icon_0616_000_mf_n_00000000_f_n.png,poke_icon_sh_0616_000_mf_n_00000000_f_n.png
617,Accelgor,,Bug,,80,70,40,100,60,145,5,poke_icon_0617_000_mf_n_00000000_f_n.png,poke_icon_sh_0617_000_mf_n_00000000_f_n.png
618,Stunfisk,,Ground,Electric,109,66,84,81,99,32,5,poke_icon_0618_000_mf_n_00000000_f_n.png,poke_icon_sh_0618_000_mf_n_00000000_f_n.png
618,Stunfisk,Galarian Stunfisk,Ground,Steel,109,81,99,66,84,32,8,poke_icon_0618_001_mf_n_00000000_f_n.png,poke_icon_sh_0618_001_mf_n_00000000_f_n.png
619,Mienfoo,,Fighting,,45,85,50,55,50,65,5,poke_icon_0619_000_mf_n_00000000_f_n.png,poke_icon_sh_0619_000_mf_n_00000000_f_n.png
620,Mienshao,,Fighting,,65,125,60,95,60,105,5,poke_icon_0620_000_mf_n_00000000_f_n.png,poke_icon_sh_0620_000_mf_n_00000000_f_n.png
621,Druddigon,,Dragon,,77,120,90,60,90,48,5,poke_icon_0621_000_mf_n_00000000_f_n.png,poke_icon_sh_0621_000_mf_n_00000000_f_n.png
622,Golett,,Ground,Ghost,59,74,50,35,50,35,5,poke_icon_0622_000_uk_n_00000000_f_n.png,poke_icon_sh_0622_000_uk_n_00000000_f_n.png
623,Golurk,,Ground,Ghost,89,124,80,55,80,55,5,poke_icon_0623_000_uk_n_00000000_f_n.png,poke_icon_sh_0623_000_uk_n_00000000_f_n.png
624,Pawniard,,Dark,Steel,45,85,70,40,40,60,5,poke_icon_0624_000_mf_n_00000000_f_n.png,poke_icon_sh_0624_000_mf_n_00000000_f_n.png
625,Bisharp,,Dark,Steel,65,125,100,60,70,70,5,poke_icon_0625_000_mf_n_00000000_f_n.png,poke_icon_sh_0625_000_mf_n_00000000_f_n.png
626,Bouffalant,,Normal,,95,110,95,40,95,55,5,poke_icon_0626_000_mf_n_00000000_f_n.png,poke_icon_sh_0626_000_mf_n_00000000_f_n.png
627,Rufflet,,Normal,Flying,70,83,50,37,50,60,5,poke_icon_0627_000_mo_n_00000000_f_n.png,poke_icon_sh_0627_000_mo_n_00000000_f_n.png
628,Braviary,,Normal,Flying,100,123,75,57,75,80,5,poke_icon_0628_000_mo_n_00000000_f_n.png,poke_icon_sh_0628_000_mo_n_00000000_f_n.png
628,Braviary,Hisuian Braviary,Psychic,Flying,110,83,70,112,70,65,8,poke_icon_0628_001_mo_n_00000000_f_n.png,poke_icon_sh_0628_001_mo_n_00000000_f_n.png
629,Vullaby,,Dark,Flying,70,55,75,45,65,60,5,poke_icon_0629_000_fo_n_00000000_f_n.png,poke_icon_sh_0629_000_fo_n_00000000_f_n.png
630,Mandibuzz,,Dark,Flying,110,65,105,55,95,80,5,poke_icon_0630_000_fo_n_00000000_f_n.png,poke_icon_sh_0630_000_fo_n_00000000_f_n.png
631,Heatmor,,Fire,,85,97,66,105,66,65,5,poke_icon_0631_000_mf_n_00000000_f_n.png,poke_icon_sh_0631_000_mf_n_00000000_f_n.png
632,Durant,,Bug,Steel,58,109,112,48,48,109,5,poke_icon_0632_000_mf_n_00000000_f_n.png,poke_icon_sh_0632_000_mf_n_00000000_f_n.png
633,Deino,,Dark,Dragon,52,65,50,45,50,38,5,poke_icon_0633_000_mf_n_00000000_f_n.png,poke_icon_sh_0633_000_mf_n_00000000_f_n.png
634,Zweilous,,Dark,Dragon,72,85,70,65,70,58,5,poke_icon_0634_000_mf_n_00000000_f_n.png,poke_icon_sh_0634_000_mf_n_00000000_f_n.png
635,Hydreigon,,Dark,Dragon,92,105,90,125,90,98,5,poke_icon_0635_000_mf_n_00000000_f_n.png,poke_icon_sh_0635_000_mf_n_00000000_f_n.png
636,Larvesta,,Bug,Fire,55,85,55,50,55,60,5,poke_icon_0636_000_mf_n_00000000_f_n.png,poke_icon_sh_0636_000_mf_n_00000000_f_n.png
637,Volcarona,,Bug,Fire,85,60,65,135,105,100,5,poke_icon_0637_000_mf_n_00000000_f_n.png,poke_icon_sh_0637_000_mf_n_00000000_f_n.png
638,Cobalion,,Steel,Fighting,91,90,129,90,72,108,5,poke_icon_0638_000_uk_n_00000000_f_n.png,poke_icon_sh_0638_000_uk_n_00000000_f_n.png
639,Terrakion,,Rock,Fighting,91,129,90,72,90,108,5,poke_icon_0639_000_uk_n_00000000_f_n.png,poke_icon_sh_0639_000_uk_n_00000000_f_n.png
640,Virizion,,Grass,Fighting,91,90,72,90,129,108,5,poke_icon_0640_000_uk_n_00000000_f_n.png,poke_icon_sh_0640_000_uk_n_00000000_f_n.png
641,Tornadus,Incarnate Forme,Flying,,79,115,70,125,80,111,5,poke_icon_0641_000_mo_n_00000000_f_n.png,poke_icon_sh_0641_000_mo_n_00000000_f_n.png
641,Tornadus,Therian Forme,Flying,,79,100,80,110,90,121,5,poke_icon_0641_001_mo_n_00000000_f_n.png,poke_icon_sh_0641_001_mo_n_00000000_f_n.png
642,Thundurus,Incarnate Forme,Electric,Flying,79,115,70,125,80,111,5,poke_icon_0642_000_mo_n_00000000_f_n.png,poke_icon_sh_0642_000_mo_n_00000000_f_n.png
642,Thundurus,Therian Forme,Electric,Flying,79,105,70,145,80,101,5,poke_icon_0642_001_mo_n_00000000_f_n.png,poke_icon_sh_0642_001_mo_n_00000000_f_n.png
643,Reshiram,,Dragon,Fire,100,120,100,150,120,90,5,poke_icon_0643_000_uk_n_00000000_f_n.png,poke_icon_sh_0643_000_uk_n_00000000_f_n.png
644,Zekrom,,Dragon,Electric,100,150,120,120,100,90,5,poke_icon_0644_000_uk_n_00000000_f_n.png,poke_icon_sh_0644_000_uk_n_00000000_f_n.png
645,Landorus,Incarnate Forme,Ground,Flying,89,125,90,115,80,101,5,poke_icon_0645_000_mo_n_00000000_f_n.png,poke_icon_sh_0645_000_mo_n_00000000_f_n.png
645,Landorus,Therian Forme,Ground,Flying,89,145,90,105,80,91,5,poke_icon_0645_001_mo_n_00000000_f_n.png,poke_icon_sh_0645_001_mo_n_00000000_f_n.png
646,Kyurem,,Dragon,Ice,125,130,90,130,90,95,5,poke_icon_0646_000_uk_n_00000000_f_n.png,poke_icon_sh_0646_000_uk_n_00000000_f_n.png
646,Kyurem,White Kyurem,Dragon,Ice,125,120,90,170,100,95,5,poke_icon_0646_002_uk_n_00000000_f_n.png,poke_icon_sh_0646_002_uk_n_00000000_f_n.png
646,Kyurem,Black Kyurem,Dragon,Ice,125,170,100,120,90,95,5,poke_icon_0646_001_uk_n_00000000_f_n.png,poke_icon_sh_0646_001_uk_n_00000000_f_n.png
647,Keldeo,Ordinary Form,Water,Fighting,91,72,90,129,90,108,5,poke_icon_0647_000_uk_n_00000000_f_n.png,poke_icon_sh_0647_000_uk_n_00000000_f_n.png
647,Keldeo,Resolute Form,Water,Fighting,91,72,90,129,90,108,5,poke_icon_0647_001_uk_n_00000000_f_n.png,poke_icon_sh_0647_001_uk_n_00000000_f_n.png
648,Meloetta,Aria Forme,Normal,Psychic,100,77,77,128,128,90,5,poke_icon_0648_000_uk_n_00000000_f_n.png,poke_icon_sh_0648_000_uk_n_00000000_f_n.png
648,Meloetta,Pirouette Forme,Normal,Fighting,100,128,90,77,77,128,5,poke_icon_0648_001_uk_n_00000000_f_n.png,poke_icon_sh_0648_001_uk_n_00000000_f_n.png
649,Genesect,,Bug,Steel,71,120,95,120,95,99,5,poke_icon_0649_000_uk_n_00000000_f_n.png,poke_icon_sh_0649_000_uk_n_00000000_f_n.png
650,Chespin,,Grass,,56,61,65,48,45,38,6,poke_icon_0650_000_mf_n_00000000_f_n.png,poke_icon_sh_0650_000_mf_n_00000000_f_n.png
651,Quilladin,,Grass,,61,78,95,56,58,57,6,poke_icon_0651_000_mf_n_00000000_f_n.png,poke_icon_sh_0651_000_mf_n_00000000_f_n.png
652,Chesnaught,,Grass,Fighting,88,107,122,74,75,64,6,poke_icon_0652_000_mf_n_00000000_f_n.png,poke_icon_sh_0652_000_mf_n_00000000_f_n.png
653,Fennekin,,Fire,,40,45,40,62,60,60,6,poke_icon_0653_000_mf_n_00000000_f_n.png,poke_icon_sh_0653_000_mf_n_00000000_f_n.png
654,Braixen,,Fire,,59,59,58,90,70,73,6,poke_icon_0654_000_mf_n_00000000_f_n.png,poke_icon_sh_0654_000_mf_n_00000000_f_n.png
655,Delphox,,Fire,Psychic,75,69,72,114,100,104,6,poke_icon_0655_000_mf_n_00000000_f_n.png,poke_icon_sh_0655_000_mf_n_00000000_f_n.png
656,Froakie,,Water,,41,56,40,62,44,71,6,poke_icon_0656_000_mf_n_00000000_f_n.png,poke_icon_sh_0656_000_mf_n_00000000_f_n.png
657,Frogadier,,Water,,54,63,52,83,56,97,6,poke_icon_0657_000_mf_n_00000000_f_n.png,poke_icon_sh_0657_000_mf_n_00000000_f_n.png
658,Greninja,,Water,Dark,72,95,67,103,71,122,6,poke_icon_0658_000_mf_n_00000000_f_n.png,poke_icon_sh_0658_000_mf_n_00000000_f_n.png
658,Greninja,Ash-Greninja,Water,Dark,72,145,67,153,71,132,6,poke_icon_0658_002_mo_n_00000000_f_n.png,poke_icon_sh_0658_002_mo_n_00000000_f_n.png
659,Bunnelby,,Normal,,38,36,38,32,36,57,6,poke_icon_0659_000_mf_n_00000000_f_n.png,poke_icon_sh_0659_000_mf_n_00000000_f_n.png
660,Diggersby,,Normal,Ground,85,56,77,50,77,78,6,poke_icon_0660_000_mf_n_00000000_f_n.png,poke_icon_sh_0660_000_mf_n_00000000_f_n.png
661,Fletchling,,Normal,Flying,45,50,43,40,38,62,6,poke_icon_0661_000_mf_n_00000000_f_n.png,poke_icon_sh_0661_000_mf_n_00000000_f_n.png
662,Fletchinder,,Fire,Flying,62,73,55,56,52,84,6,poke_icon_0662_000_mf_n_00000000_f_n.png,poke_icon_sh_0662_000_mf_n_00000000_f_n.png
663,Talonflame,,Fire,Flying,78,81,71,74,69,126,6,poke_icon_0663_000_mf_n_00000000_f_n.png,poke_icon_sh_0663_000_mf_n_00000000_f_n.png
664,Scatterbug,,Bug,,38,35,40,27,25,35,6,poke_icon_0664_000_mf_n_00000000_f_n.png,poke_icon_sh_0664_000_mf_n_00000000_f_n.png
665,Spewpa,,Bug,,45,22,60,27,30,29,6,poke_icon_0665_000_mf_n_00000000_f_n.png,poke_icon_sh_0665_000_mf_n_00000000_f_n.png
666,Vivillon,,Bug,Flying,80,52,50,90,50,89,6,poke_icon_0666_019_mf_n_00000000_f_n.png,poke_icon_sh_0666_019_mf_n_00000000_f_n.png
667,Litleo,,Fire,Normal,62,50,58,73,54,72,6,poke_icon_0667_000_mf_n_00000000_f_n.png,poke_icon_sh_0667_000_mf_n_00000000_f_n.png
668,Pyroar,,Fire,Normal,86,68,72,109,66,106,6,poke_icon_0668_000_md_n_00000000_f_n.png,poke_icon_sh_0668_000_md_n_00000000_f_n.png
669,Flabébé,,Fairy,,44,38,39,61,79,42,6,poke_icon_0669_000_fo_n_00000000_f_n.png,poke_icon_sh_0669_000_fo_n_00000000_f_n.png
670,Floette,,Fairy,,54,45,47,75,98,52,6,poke_icon_0670_000_fo_n_00000000_f_n.png,poke_icon_sh_0670_000_fo_n_00000000_f_n.png
671,Florges,,Fairy,,78,65,68,112,154,75,6,poke_icon_0671_000_fo_n_00000000_f_n.png,poke_icon_sh_0671_000_fo_n_00000000_f_n.png
672,Skiddo,,Grass,,66,65,48,62,57,52,6,poke_icon_0672_000_mf_n_00000000_f_n.png,poke_icon_sh_0672_000_mf_n_00000000_f_n.png
673,Gogoat,,Grass,,123,100,62,97,81,68,6,poke_icon_0673_000_mf_n_00000000_f_n.png,poke_icon_sh_0673_000_mf_n_00000000_f_n.png
674,Pancham,,Fighting,,67,82,62,46,48,43,6,poke_icon_0674_000_mf_n_00000000_f_n.png,poke_icon_sh_0674_000_mf_n_00000000_f_n.png
675,Pangoro,,Fighting,Dark,95,124,78,69,71,58,6,poke_icon_0675_000_mf_n_00000000_f_n.png,poke_icon_sh_0675_000_mf_n_00000000_f_n.png
676,Furfrou,,Normal,,75,80,60,65,90,102,6,poke_icon_0676_000_mf_n_00000000_f_n.png,poke_icon_sh_0676_000_mf_n_00000000_f_n.png
677,Espurr,,Psychic,,62,48,54,63,60,68,6,poke_icon_0677_000_mf_n_00000000_f_n.png,poke_icon_sh_0677_000_mf_n_00000000_f_n.png
678,Meowstic,Male,Psychic,,74,48,76,83,81,104,6,poke_icon_0678_001_fo_n_00000000_f_n.png,poke_icon_sh_0678_001_fo_n_00000000_f_n.png
678,Meowstic,Female,Psychic,,74,48,76,83,81,104,6,poke_icon_0678_000_mo_n_00000000_f_n.png,poke_icon_sh_0678_000_mo_n_00000000_f_n.png
679,Honedge,,Steel,Ghost,45,80,100,35,37,28,6,poke_icon_0679_000_mf_n_00000000_f_n.png,poke_icon_sh_0679_000_mf_n_00000000_f_n.png
680,Doublade,,Steel,Ghost,59,110,150,45,49,35,6,poke_icon_0680_000_mf_n_00000000_f_n.png,poke_icon_sh_0680_000_mf_n_00000000_f_n.png
681,Aegislash,Shield Forme,Steel,Ghost,60,50,140,50,140,60,6,poke_icon_0681_001_mf_n_00000000_f_n.png,poke_icon_sh_0681_001_mf_n_00000000_f_n.png
681,Aegislash,Blade Forme,Steel,Ghost,60,140,50,140,50,60,6,poke_icon_0681_000_mf_n_00000000_f_n.png,poke_icon_sh_0681_000_mf_n_00000000_f_n.png
682,Spritzee,,Fairy,,78,52,60,63,65,23,6,poke_icon_0682_000_mf_n_00000000_f_n.png,poke_icon_sh_0682_000_mf_n_00000000_f_n.png
683,Aromatisse,,Fairy,,101,72,72,99,89,29,6,poke_icon_0683_000_mf_n_00000000_f_n.png,poke_icon_sh_0683_000_mf_n_00000000_f_n.png
684,Swirlix,,Fairy,,62,48,66,59,57,49,6,poke_icon_0684_000_mf_n_00000000_f_n.png,poke_icon_sh_0684_000_mf_n_00000000_f_n.png
685,Slurpuff,,Fairy,,82,80,86,85,75,72,6,poke_icon_0685_000_mf_n_00000000_f_n.png,poke_icon_sh_0685_000_mf_n_00000000_f_n.png
686,Inkay,,Dark,Psychic,53,54,53,37,46,45,6,poke_icon_0686_000_mf_n_00000000_f_n.png,poke_icon_sh_0686_000_mf_n_00000000_f_n.png
687,Malamar,,Dark,Psychic,86,92,88,68,75,73,6,poke_icon_0687_000_mf_n_00000000_f_n.png,poke_icon_sh_0687_000_mf_n_00000000_f_n.png
688,Binacle,,Rock,Water,42,52,67,39,56,50,6,poke_icon_0688_000_mf_n_00000000_f_n.png,poke_icon_sh_0688_000_mf_n_00000000_f_n.png
689,Barbaracle,,Rock,Water,72,105,115,54,86,68,6,poke_icon_0689_000_mf_n_00000000_f_n.png,poke_icon_sh_0689_000_mf_n_00000000_f_n.png
690,Skrelp,,Poison,Water,50,60,60,60,60,30,6,poke_icon_0690_000_mf_n_00000000_f_n.png,poke_icon_sh_0690_000_mf_n_00000000_f_n.png
691,Dragalge,,Poison,Dragon,65,75,90,97,123,44,6,poke_icon_0691_000_mf_n_00000000_f_n.png,poke_icon_sh_0691_000_mf_n_00000000_f_n.png
692,Clauncher,,Water,,50,53,62,58,63,44,6,poke_icon_0692_000_mf_n_00000000_f_n.png,poke_icon_sh_0692_000_mf_n_00000000_f_n.png
693,Clawitzer,,Water,,71,73,88,120,89,59,6,poke_icon_0693_000_mf_n_00000000_f_n.png,poke_icon_sh_0693_000_mf_n_00000000_f_n.png
694,Helioptile,,Electric,Normal,44,38,33,61,43,70,6,poke_icon_0694_000_mf_n_00000000_f_n.png,poke_icon_sh_0694_000_mf_n_00000000_f_n.png
695,Heliolisk,,Electric,Normal,62,55,52,109,94,109,6,poke_icon_0695_000_mf_n_00000000_f_n.png,poke_icon_sh_0695_000_mf_n_00000000_f_n.png
696,Tyrunt,,Rock,Dragon,58,89,77,45,45,48,6,poke_icon_0696_000_mf_n_00000000_f_n.png,poke_icon_sh_0696_000_mf_n_00000000_f_n.png
697,Tyrantrum,,Rock,Dragon,82,121,119,69,59,71,6,poke_icon_0697_000_mf_n_00000000_f_n.png,poke_icon_sh_0697_000_mf_n_00000000_f_n.png
698,Amaura,,Rock,Ice,77,59,50,67,63,46,6,poke_icon_0698_000_mf_n_00000000_f_n.png,poke_icon_sh_0698_000_mf_n_00000000_f_n.png
699,Aurorus,,Rock,Ice,123,77,72,99,92,58,6,poke_icon_0699_000_mf_n_00000000_f_n.png,poke_icon_sh_0699_000_mf_n_00000000_f_n.png
700,Sylveon,,Fairy,,95,65,65,110,130,60,6,poke_icon_0700_000_mf_n_00000000_f_n.png,poke_icon_sh_0700_000_mf_n_00000000_f_n.png
701,Hawlucha,,Fighting,Flying,78,92,75,74,63,118,6,poke_icon_0701_000_mf_n_00000000_f_n.png,poke_icon_sh_0701_000_mf_n_00000000_f_n.png
702,Dedenne,,Electric,Fairy,67,58,57,81,67,101,6,poke_icon_0702_000_mf_n_00000000_f_n.png,poke_icon_sh_0702_000_mf_n_00000000_f_n.png
703,Carbink,,Rock,Fairy,50,50,150,50,150,50,6,poke_icon_0703_000_uk_n_00000000_f_n.png,poke_icon_sh_0703_000_uk_n_00000000_f_n.png
704,Goomy,,Dragon,,45,50,35,55,75,40,6,poke_icon_0704_000_mf_n_00000000_f_n.png,poke_icon_sh_0704_000_mf_n_00000000_f_n.png
705,Sliggoo,,Dragon,,68,75,53,83,113,60,6,poke_icon_0705_000_mf_n_00000000_f_n.png,poke_icon_sh_0705_000_mf_n_00000000_f_n.png
705,Sliggoo,Hisuian Sliggoo,Steel,Dragon,58,75,83,83,113,40,8,poke_icon_0705_001_mf_n_00000000_f_n.png,poke_icon_sh_0705_001_mf_n_00000000_f_n.png
706,Goodra,,Dragon,,90,100,70,110,150,80,6,poke_icon_0706_000_mf_n_00000000_f_n.png,poke_icon_sh_0706_000_mf_n_00000000_f_n.png
706,Goodra,Hisuian Goodra,Steel,Dragon,80,100,100,110,150,60,8,poke_icon_0706_001_mf_n_00000000_f_n.png,poke_icon_sh_0706_001_mf_n_00000000_f_n.png
707,Klefki,,Steel,Fairy,57,80,91,80,87,75,6,poke_icon_0707_000_mf_n_00000000_f_n.png,poke_icon_sh_0707_000_mf_n_00000000_f_n.png
708,Phantump,,Ghost,Grass,43,70,48,50,60,38,6,poke_icon_0708_000_mf_n_00000000_f_n.png,poke_icon_sh_0708_000_mf_n_00000000_f_n.png
709,Trevenant,,Ghost,Grass,85,110,76,65,82,56,6,poke_icon_0709_000_mf_n_00000000_f_n.png,poke_icon_sh_0709_000_mf_n_00000000_f_n.png
710,Pumpkaboo,Average Size,Ghost,Grass,49,66,70,44,55,51,6,poke_icon_0710_000_mf_n_00000000_f_n.png,poke_icon_sh_0710_000_mf_n_00000000_f_n.png
710,Pumpkaboo,Small Size,Ghost,Grass,44,66,70,44,55,56,6,poke_icon_0710_002_mf_n_00000000_f_n.png,poke_icon_sh_0710_002_mf_n_00000000_f_n.png
710,Pumpkaboo,Large Size,Ghost,Grass,54,66,70,44,55,46,6,poke_icon_0710_001_mf_n_00000000_f_n.png,poke_icon_sh_0710_001_mf_n_00000000_f_n.png
710,Pumpkaboo,Super Size,Ghost,Grass,59,66,70,44,55,41,6,poke_icon_0710_003_mf_n_00000000_f_n.png,poke_icon_sh_0710_003_mf_n_00000000_f_n.png
711,Gourgeist,Average Size,Ghost,Grass,65,90,122,58,75,84,6,poke_icon_0711_000_mf_n_00000000_f_n.png,poke_icon_sh_0711_000_mf_n_00000000_f_n.png
711,Gourgeist,Small Size,Ghost,Grass,55,85,122,58,75,99,6,poke_icon_0711_002_mf_n_00000000_f_n.png,poke_icon_sh_0711_002_mf_n_00000000_f_n.png
711,Gourgeist,Large Size,Ghost,Grass,75,95,122,58,75,69,6,poke_icon_0711_001_mf_n_00000000_f_n.png,poke_icon_sh_0711_001_mf_n_00000000_f_n.png
711,Gourgeist,Super Size,Ghost,Grass,85,100,122,58,75,54,6,poke_icon_0711_003_mf_n_00000000_f_n.png,poke_icon_sh_0711_003_mf_n_00000000_f_n.png
712,Bergmite,,Ice,,55,69,85,32,35,28,6,poke_icon_0712_000_mf_n_00000000_f_n.png,poke_icon_sh_0712_000_mf_n_00000000_f_n.png
713,Avalugg,,Ice,,95,117,184,44,46,28,6,poke_icon_0713_000_mf_n_00000000_f_n.png,poke_icon_sh_0713_000_mf_n_00000000_f_n.png
713,Avalugg,Hisuian Avalugg,Ice,Rock,95,127,184,34,36,38,8,poke_icon_0713_001_mf_n_00000000_f_n.png,poke_icon_sh_0713_001_mf_n_00000000_f_n.png
714,Noibat,,Flying,Dragon,40,30,35,45,40,55,6,poke_icon_0714_000_mf_n_00000000_f_n.png,poke_icon_sh_0714_000_mf_n_00000000_f_n.png
715,Noivern,,Flying,Dragon,85,70,80,97,80,123,6,poke_icon_0715_000_mf_n_00000000_f_n.png,poke_icon_sh_0715_000_mf_n_00000000_f_n.png
716,Xerneas,,Fairy,,126,131,95,131,98,99,6,poke_icon_0716_000_uk_n_00000000_f_n.png,poke_icon_sh_0716_000_uk_n_00000000_f_n.png
717,Yveltal,,Dark,Flying,126,131,95,131,98,99,6,poke_icon_0717_000_uk_n_00000000_f_n.png,poke_icon_sh_0717_000_uk_n_00000000_f_n.png
718,Zygarde,50% Forme,Dragon,Ground,108,100,121,81,95,95,6,poke_icon_0718_001_uk_n_00000000_f_n.png,poke_icon_sh_0718_001_uk_n_00000000_f_n.png
718,Zygarde,10% Forme,Dragon,Ground,54,100,71,61,85,115,6,poke_icon_0718_000_uk_n_00000000_f_n.png,poke_icon_sh_0718_000_uk_n_00000000_f_n.png
